,intercept,perturbation_Tgfbr2 KO_vs_NT,perturbation_Ifngr1 KO_vs_NT
1700010G06Rik,-1.692621860970593,0.03174555560701657,0.942245181576654
1700010I14Rik,4.518086872650794,0.27784611048070523,-0.10119061286431306
1700010K24Rik,2.1028159832261593,0.05567675059105009,-0.1289362444226616
1700011D18Rik,-0.42828597683029057,-1.232588501658502,-0.32208508846287365
1700011L03Rik,-0.7669659933019827,-0.005735840887446422,0.9571481787324617
1700011L22Rik,-1.0937568883847542,-0.5671164282296768,0.34338368739869235
1700012B07Rik,2.302829395912262,0.2768632035925559,1.3673525369702495
1700012D14Rik,3.8929368931724215,-0.20510781356803642,0.3047468290262927
1700012D16Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700012I11Rik,0.5528412823955489,-0.28652888026537265,0.04746572158667346
1700012P22Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700013F07Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700013N06Rik,-1.5158653031693015,-0.1450100300385541,0.7654895959310835
1700015C15Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700015F17Rik,-1.8592896778236765,0.7077527978370438,2.8782528506255654
1700015I17Rik,-1.20779074688116,-0.4530828919259549,0.45741673404368266
1700016C15Rik,-0.5402368509550534,0.17734094851450866,0.3066374031743937
1700016D06Rik,-0.2798156174264237,0.07489088302140555,-0.4705554830610038
1700016F12Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700016G22Rik,-1.3808800249474664,0.21585736935489658,0.6305072132494851
1700016J18Rik,-1.8592866723851913,0.7103725236465191,1.108909076339831
1700016K19Rik,-0.4041650588964563,0.5626335279011787,1.780291735533325
1700016L21Rik,0.3470459098983045,-0.48852080997075586,0.514165528250364
1700016P03Rik,2.155687226568223,-0.05243618688675726,-0.1711685640925259
1700017B05Rik,5.811892204348992,-0.06730987554967618,-0.15813142910313807
1700017D01Rik,-1.0482126391261999,0.3737544644936369,1.3432875559157855
1700017G19Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700017M07Rik,-1.5158653031693015,-0.1450100300385541,0.7654895959310835
1700018A04Rik,-1.692621860970593,0.03174555560701657,0.942245181576654
1700018A23Rik,-0.21706988331329952,-0.27691089886256853,-0.5333011927344437
1700018B08Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700018L02Rik,1.930197841865483,0.2060845694195439,0.2486224426183486
1700019A02Rik,0.7330476972762427,-0.36512816750020827,-0.18697685568533515
1700019C18Rik,-0.657416783805092,0.08199667859295426,0.8481973636094837
1700019D03Rik,2.0459342745652562,-0.22220823854458155,0.31829439905608564
1700019J19Rik,1.2327084527829264,-0.6966255462609624,0.5910772554341328
1700019L13Rik,1.4566686239237352,-0.2590486480326303,0.7059829980692692
1700020D05Rik,-0.10204496253920842,0.3212698687421728,-0.14510589552787614
1700020G17Rik,-1.0332875468765987,0.8900991582349367,0.7699611734323544
1700020L24Rik,2.991038485218192,0.5092023782536007,-0.09352530625717216
1700020M21Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700020N01Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700020N18Rik,0.8912325992097963,-0.07283120235860156,-0.12019618219126302
1700021A07Rik,4.397395913643158,0.3406093729192363,-0.1479990494506387
1700021F05Rik,4.937786354317048,-0.12674806044464626,0.02713890640273841
1700021J08Rik,-1.2507101057403431,0.08548597137935443,1.598224927700565
1700022H01Rik,0.31087611393769554,0.5013865952390194,0.2581599066217775
1700022I11Rik,2.1095348360474224,0.260106894489141,-0.1510371813621986
1700022N22Rik,1.897365239841821,-0.4863069366827209,0.23588897717925378
1700023F06Rik,-1.6926207293060431,0.649019391828336,0.9422440499183283
1700023H06Rik,3.178108589566226,0.03442390826860883,0.19890921645424944
1700024B18Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700025B11Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700025F22Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700025G04Rik,4.906187582357306,-0.8789888689873865,0.22245888838243644
1700025M24Rik,-1.85928663210547,0.19840941009069418,1.6428429869239414
1700025N21Rik,-1.5317084287443896,0.3665944586644246,1.3061290848109697
1700025N23Rik,-1.3573779406684723,-0.30349761184002677,1.090012342092705
1700026D11Rik,1.8702528589003422,0.4057600514876858,0.03764817617898625
1700026F02Rik,-1.692621860970593,0.03174555560701657,0.942245181576654
1700026N04Rik,0.3833143029958998,0.4300739075549436,-0.640668180579317
1700027A07Rik,-0.7938997944947646,-0.33770465161400637,1.088634019023425
1700027F09Rik,2.3412533562837887,1.3847086920254599,-1.479384970330404
1700027I24Rik,-1.8592864793158965,0.8156834339008946,1.1089088832715988
1700027J07Rik,-0.738244326184744,1.1907637968054667,-0.01212715742690589
1700028E10Rik,4.16819719076602,-0.08074265674648955,0.18782721060174787
1700028I16Rik,-1.5159491326149397,0.964367057224913,0.7655737151213253
1700028J19Rik,2.070949188494264,-0.2094091232924023,0.2412197574117106
1700028K03Rik,-0.46027531647324677,-0.08058882598533855,0.9293227607974001
1700028N14Rik,0.9081638054237242,0.03535893325430989,-0.08841554560098557
1700028P14Rik,-1.692621860970593,0.03174555560701657,0.942245181576654
1700029E06Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700029H14Rik,-0.4232480868118753,1.0926310796960288,0.9351504498124801
1700029I15Rik,0.9909420978284029,-0.36635229806948016,-0.4425306520019803
1700029J03Rik,-1.3405925521556954,-0.320281817057331,0.5902178089123065
1700029J07Rik,1.5818432272740377,-0.3341859213529857,0.4621351922554508
1700029M03Rik,-1.6926231606789468,0.5423546259137618,1.423709472356559
1700029N11Rik,-1.5167855727691075,0.3518931380016468,0.7664117331754232
1700030A11Rik,-1.6926216281821216,0.6455851996884862,0.942245717917688
1700030C12Rik,-1.3214713793503876,-0.3394029233341259,0.5710968062860771
1700030C14Rik,-1.8592880296508156,0.19841115341674986,2.2434597470460935
1700030E10Rik,-1.5158653031693015,-0.1450100300385541,0.7654895959310835
1700030J22Rik,0.7030340533653248,0.06888269425852271,-0.9506208432301587
1700030K09Rik,3.5744437703076777,-0.10104673994661093,-0.10279504947423393
1700030N03Rik,0.8349672680251365,0.5799034458715991,0.5147948613559804
1700034H15Rik,0.6895605433836259,0.09026287223808808,0.20138359992551993
1700034I23Rik,-1.2038937315211795,0.420044361513872,0.45352173926275136
1700034J05Rik,-2.0259524223936864,0.8770373064180526,1.275573909691743
1700034P13Rik,2.343506670752822,0.030191664911796194,0.034672855805176435
1700037C18Rik,4.981160219364326,0.08835138865701622,-0.0030434712249458843
1700037F03Rik,-1.6926228886027133,0.8949664970552186,0.942248299486576
1700037H04Rik,5.503410762714683,0.021329217917721095,0.019265113355630505
1700039M10Rik,-0.27775124723121525,0.8549832797384773,0.47263017536180485
1700040D17Rik,-0.8933182287609374,-0.23976104664076653,0.6535351175551508
1700040L08Rik,-0.2678886873999054,-0.22906022571600324,-0.4824824171153878
1700041C23Rik,-1.5288423493096075,-0.1320330552716086,0.7784665706980289
1700041G16Rik,2.5949028847951547,0.2402067518964908,-0.03850247478484419
1700041M19Rik,-1.8592866723851913,0.7103725236465191,1.108909076339831
1700042D02Rik,-1.8592855787602243,1.3068974197703889,1.1089079827208792
1700042O10Rik,0.8620330135429563,-2.017747442123117,0.34611956825966533
1700047A11Rik,0.8828782018181494,-0.6554891301823476,-0.7300981707896078
1700047F07Rik,-1.692621860970593,0.03174555560701657,0.942245181576654
1700047G03Rik,-1.378353046616044,-0.28252153027856,0.6279780956910775
1700047I17Rik2,-1.3828085287328837,-0.27806659818084223,0.6324347485323272
1700047K16Rik,-0.48520899294465997,0.13131628630836054,-0.26516214703334945
1700047M11Rik,-2.025952229325138,0.9823478099138485,1.2755737166242567
1700048M11Rik,-1.6926209514255215,0.5278628681954504,0.9422442720365852
1700048O20Rik,3.2330553144434058,0.4356377263079154,-0.2733436435514512
1700048P04Rik,-1.692621860970593,0.03174555560701657,0.942245181576654
1700052K11Rik,3.704852466336947,0.04151060553638248,-0.0628189402471783
1700054A03Rik,-0.05971393116927383,-0.3043172823087199,-0.6906568806755776
1700054O05Rik,-1.5158653031693015,-0.1450100300385541,0.7654895959310835
1700055D18Rik,2.1278763876575564,0.36993996015438807,-0.36142862893042055
1700056E22Rik,3.2327885528638522,0.24926824732883554,0.30377388451054493
1700056N10Rik,2.3019597416651227,0.013758833886641623,-0.19707001948629654
1700057G04Rik,-0.7637934090660936,0.11488480112038771,0.013421899011882274
1700058P15Rik,1.035841861324505,-0.4074936634807443,-0.8382255497665902
1700060O08Rik,-2.0259524514425378,0.8611924200421668,1.2755739387404348
1700061F12Rik,0.2663735236002637,0.42744871677097734,-0.5014786050342876
1700061G19Rik,0.002245830078027159,0.14141611960964384,0.90382564144394
1700062C10Rik,-0.5984158994555239,-1.0624581780202553,-0.15195530392387535
1700063D05Rik,0.16861791334652446,0.828699693068206,-0.025913286181979134
1700063H04Rik,-1.8592866723851913,0.7103725236465191,1.108909076339831
1700063J08Rik,1.6926898551230984,0.3160926114380062,0.3774041401882374
1700064H15Rik,1.271241347717713,-0.09497042349440568,0.07330955065486679
1700064M15Rik,-0.30926042331555004,0.24904438507970741,0.07091560953043245
1700065D16Rik,-0.07854954255271349,-0.31705458817636806,0.7898650434022617
1700066B17Rik,0.9570058644591745,-0.9161467127729117,-0.6793514747935265
1700066B19Rik,3.604395366483301,-0.16495734876795357,0.025595663746873363
1700066M21Rik,3.7371564032410913,-0.02683399855446212,-0.1670022924238332
1700067K01Rik,0.30311694557469343,-0.37742815878768143,-0.5487218165871793
1700069B07Rik,-1.518317982121531,0.7352036609661292,1.2931300773499723
1700071G01Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700072G22Rik,-2.025952229325138,0.9823478099138485,1.2755737166242567
1700081H04Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700081N11Rik,-1.185969749762103,0.8620109037197132,1.5024502852677182
1700082M22Rik,-0.07451390919421964,-0.38959876676066135,0.26812311123660476
1700084C06Rik,3.697607809084439,0.01862729735821458,0.10758501854936595
1700084E18Rik,2.801308432066332,0.06295769745966717,0.31690876873130364
1700084F23Rik,-0.11650757174737644,1.1928342935742675,0.3590109942331653
1700085C21Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700085D07Rik,-1.8592867306348833,0.1984095086195654,1.589099473521589
1700086O06Rik,2.983259701289046,0.03238329741331563,0.04152924406533961
1700086P04Rik,0.6107203213138065,-0.018593410319220217,-0.41496895721917965
1700087I21Rik,-0.5136996011903162,-0.27592065241798724,-0.23667154418185019
1700087M22Rik,-1.2237081683290485,0.7028684240079384,0.4733361509715096
1700088E04Rik,0.931365714486964,-0.0267208845799124,0.2600317698402124
1700092C17Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700092M07Rik,-1.5225921239800153,0.37367992923347515,0.7722163797444864
1700093J21Rik,0.7238038872428806,-0.1741819491934212,0.12757542543185774
1700094D03Rik,2.9388175645173478,-0.08547349599344783,0.3414097693913495
1700094J05Rik,1.0510095061484792,-0.03609488516488194,0.016942367210683564
1700094M23Rik,-0.43474302079720806,-0.3409565514274258,0.19626345714862897
1700095A13Rik,-0.9056444318375221,-0.2515494962680203,0.6436916606044342
1700095J07Rik,-1.8592891552264208,1.8580262718910603,1.108914720914461
1700095J12Rik,-2.025952229325138,0.9823478099138485,1.2755737166242567
1700096K18Rik,4.198858677110425,0.3056598871269258,0.1449813133990512
1700097N02Rik,5.626443160105952,-0.21918697159618875,0.12255949268503365
1700101I11Rik,-0.6137624740472507,0.35047910515530567,0.8016144915244261
1700102H20Rik,1.1962597798444625,-0.7029922866501442,-0.577983428827458
1700102P08Rik,1.7834193269486363,-0.48024274490111596,0.36398243860233326
1700104B16Rik,-1.8592878112393874,0.7097883361254618,1.6412811930273403
1700104L18Rik,-2.0259524514425378,0.8611924200421668,1.2755739387404348
1700105P06Rik,0.23797826176916953,0.33285517442605683,0.01559616276986441
1700108F19Rik,-1.85928663210547,0.19840941009069418,1.6428429869239414
1700109G14Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700109H08Rik,3.2429677051731085,-0.4758163869540025,0.1370198472294454
1700110C19Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700110K17Rik,1.1658492537682845,0.32415203608182547,-0.018691064713881
1700111E14Rik,0.24830662641341314,-0.9739835672629072,-0.014816558868160853
1700111N16Rik,-1.8592864793158965,0.8156834339008946,1.1089088832715988
1700112D23Rik,0.8211458065394673,-0.913890536501554,-0.6256021356178354
1700112H15Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700112J05Rik,-1.5232651750237403,0.7394410524406769,1.5769062527503124
1700112J16Rik,-1.3075489063831256,-0.3533254381085093,0.5571745924869184
1700113A16Rik,3.835444238088527,-0.28013065462071585,-0.11702561892926985
1700113H08Rik,-1.6926223047011781,0.03174604161254847,1.474854413260339
1700120B22Rik,1.416395119544129,-0.15651556654614082,0.8512655627056963
1700120C14Rik,3.2657875052374625,0.2909153492101846,-0.010969147823982799
1700120G11Rik,-1.3504537081689392,-0.31042145505334706,0.6000803407560876
1700121L16Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700122E12Rik,1.6333264465836372,0.17319260588775887,0.10377410130673664
1700122O11Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700123J17Rik,-0.5220571803424072,-0.642821803000719,-0.22831359411751725
1700123M08Rik,3.0157837346045517,-0.19883837330880239,0.14941400656562034
1700123O20Rik,6.341710248913398,0.17334443962504195,-0.019481440265724466
1700124L16Rik,0.3030889446852497,0.5069592166479262,-0.5592336736085406
1700125G22Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700125H20Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
1700126G02Rik,0.7496571659301499,-0.07060554526989633,0.05971083517624085
1700126H18Rik,-1.8592867014340304,0.6945276441186226,1.1089091053885105
1810006J02Rik,4.598991417174879,-0.18778887025127117,-0.07661367374387772
1810007D17Rik,-2.0259524223936864,0.8770373064180526,1.275573909691743
1810008B01Rik,-0.668942593687581,0.2792417011626373,0.4266638057857858
1810009A15Rik,4.920314340796907,0.019387549943617598,-0.06657276920077534
1810009J06Rik,-1.692621860970593,0.03174555560701657,0.942245181576654
1810010H24Rik,1.2757435908553085,0.2854042483876082,0.22579655848201086
1810012K08Rik,-0.9710094273013269,0.3236434661782818,0.7081079395944587
1810012K16Rik,1.3250089584934803,0.061938123217447696,0.14537786720200843
1810013L24Rik,5.898499463878886,0.05430632259591059,0.10947778236837269
1810014P07Rik,-1.3193988196443538,0.7130782580630132,0.5690262309960213
1810019D21Rik,-1.8592868418993933,1.0503756433244484,1.64172607455311
1810019N24Rik,1.6574032681466655,-0.133738551982016,0.28852566489908693
1810020O05Rik,1.3924745816021573,-0.09795436298436444,-0.8712346408951901
1810021B22Rik,0.7078744701839033,0.21053377414425223,0.389027576637964
1810024B03Rik,3.3672494878397203,-0.040879849728285345,0.20469777802687122
1810026B05Rik,7.21522525891946,0.036234717537020664,0.1765329295234587
1810030O07Rik,5.978694064471433,0.07531524553009056,0.02324049232440449
1810034E14Rik,4.478802572499911,-0.3258876562145644,0.47653678860640286
1810037I17Rik,7.777859006950153,-0.010411430268005827,-0.10294838930615235
1810041H14Rik,4.025415362791983,0.43904531761374366,-0.1797035552752611
1810044D09Rik,3.6500348697309795,0.10780927217681648,0.12211053710238683
1810046K07Rik,-1.692621860970593,0.03174555560701657,0.942245181576654
1810049J17Rik,1.0671546261968603,0.05241678497094153,-0.5581157713582119
1810055G02Rik,3.4360298855583626,-0.36141601921422367,-0.04637758290897112
1810058I24Rik,7.049179981891735,0.14531250442618837,0.08331948635217999
1810059C17Rik,1.859413355029461,0.14117083128736463,0.5270504128213077
1810059H22Rik,-0.1137787942965768,0.0653519149238329,0.2421853038121953
1810062G17Rik,2.7667238483003067,0.11684919623146078,-0.1505009422795296
1810062O18Rik,3.8577235776182257,-0.09794647584886235,0.11836842474058094
1810073O08Rik,3.3143519754969617,-0.045812076567831345,-0.25666749640386066
2010001A14Rik,3.9635787033717,0.00041425735530932896,0.24859831290881051
2010001K21Rik,-0.7771966054270176,-0.38829322489858753,0.5387860187183293
2010009K17Rik,0.3446294807882112,-0.7342179925766388,-0.15197714557535294
2010013B24Rik,0.25997395334498186,0.1938384386166074,-1.0103446843058996
2010016I18Rik,5.395646407694101,-0.05589126073856459,0.17266351687827933
2010103J01Rik,-1.0355364267750824,0.3541100021538851,1.2247878604280003
2010106C02Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
2010106G04Rik,-0.32753470041242094,-0.44122035386870506,-0.42283651017352647
2010109A12Rik,2.470282044712455,0.0021818246227051545,0.3685940543669572
2010110E17Rik,-1.692621860970593,0.03174555560701657,0.942245181576654
2010110G14Rik,1.8888504882737616,0.19707098320301136,0.7000172654215951
2010110K18Rik,1.5256313296824018,-0.20318340543116117,-1.7759561304221942
2010204K13Rik,4.297429702049975,-1.184273683692426,0.2430878381350732
2010300C02Rik,1.6040704468043756,0.1155699284223816,0.13575906024375448
2010308F09Rik,1.4743931025489132,-0.06042483957320875,0.2795840026276186
2010309G21Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
2010310C07Rik,-1.692621860970593,0.03174555560701657,0.942245181576654
2010315B03Rik,4.913564410882201,0.2254896254560281,0.07192486467473037
2010320M18Rik,3.948832349520162,-0.0032635834508869723,-0.00818307380048189
2200002D01Rik,2.5802234856617385,-0.019482723583379977,-0.1409024544212817
2200002J24Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
2210010C04Rik,0.5821471138652393,-1.7403191360696573,-0.8430401132623299
2210011C24Rik,3.4549286466230296,0.4710734303690315,-0.05753882851710253
2210016F16Rik,6.582342618060631,0.08842581131414191,-0.0917951450557029
2210016L21Rik,6.10681892491369,0.04371360177371985,0.00883196218232449
2210039B01Rik,-2.0259523821143737,0.3650742434430144,1.809507546617743
2210406O10Rik,-0.08707209548581431,-0.18493565194758685,-0.6632987774799158
2210408F21Rik,5.34992812259861,0.45814020046655696,0.1087923791339183
2210408I21Rik,3.300866229018366,-0.25054428421966624,-0.16225569253986036
2210411M09Rik,-0.049437398345000064,-0.6661104062641731,0.2436920123175039
2210414B05Rik,-0.6405723953759244,-0.5249382728650792,0.38028334140695763
2210417A02Rik,4.348465504186347,0.27224060876614775,0.10076006462800345
2210418O10Rik,-2.0259524514425378,0.8611924200421668,1.2755739387404348
2300009A05Rik,5.819874192331359,-0.0845773616500627,0.0286874095493041
2310001H17Rik,6.823535678726367,-0.08270264277895599,-0.1613657550454859
2310001K24Rik,-1.692621860970593,0.03174555560701657,0.942245181576654
2310002D06Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
2310002F09Rik,3.7155681050838845,0.008385062726457181,0.2774183619180704
2310003N18Rik,-1.5162732770229523,-0.1446022659474234,1.2983677449361188
2310008N11Rik,-1.8592866723851913,0.7103725236465191,1.108909076339831
2310009A05Rik,6.039654576393145,0.10140676621840297,0.08449060100064744
2310009B15Rik,5.2611343461871645,-0.10363231947269813,0.2503589106560379
2310010J17Rik,5.085543844520612,0.1758727312701586,0.05673095443513199
2310011J03Rik,6.581650042178455,0.2101022578890071,-0.06035279523530244
2310014F06Rik,-1.0552477166990906,-0.6056266128594965,0.30487531291878484
2310015A10Rik,4.602457994857623,-0.0869417782522966,-0.3866123549916391
2310015D24Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
2310016D23Rik,2.594393386305807,0.2697665059933194,0.03127262625407552
2310022A10Rik,4.937420001117509,-0.15372279264734762,-0.11773886274860056
2310022B05Rik,4.015854079120103,-0.08738766822064184,-0.21658381174360405
2310026I22Rik,1.0651428733490376,0.3851711587516619,1.2657973948940198
2310026L22Rik,-1.692621860970593,0.03174555560701657,0.942245181576654
2310030A07Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
2310030G06Rik,-1.8592876109789953,0.19841038895883542,1.1089100149284727
2310033P09Rik,5.9983259650407685,-0.12043066901675267,-0.16828548248287808
2310034G01Rik,0.9980554577720409,-0.838707672821971,-0.4951188436113471
2310039H08Rik,5.363843967710574,-0.1286283568826644,0.10007246746492145
2310039L15Rik,0.5694990142833916,0.5353022333429825,-0.8156588671280274
2310040G24Rik,1.789509066931609,-0.02204800499480114,-1.226090278067911
2310043M15Rik,0.25558406371271186,0.4359566476436354,-0.059074828282875455
2310043O21Rik,1.6173770553281388,0.4454051471857772,-0.026116088129122556
2310044K18Rik,2.8044346153556563,0.1410765623090601,0.10091192479190622
2310047D07Rik,0.4926717228024525,-0.6557132320373037,-0.7503595454278557
2310057M21Rik,4.582322834559059,-0.16149440883271218,-0.04632931115174348
2310058D17Rik,3.779762906495029,0.2193845658830008,0.1641251185903467
2310061I04Rik,5.780487841563449,0.12814773666859164,0.03322661348241785
2310065F04Rik,-1.8592867306348833,0.1984095086195654,1.589099473521589
